"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Barbell Upright Row",,"",1,"normal",20,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Bridge",,"",0,"normal",,,,60,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Bridge",,"",1,"normal",,,,60,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Bicep Curl",,"",0,"normal",43,10,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Bicep Curl",,"",1,"normal",43,10,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Hip Abduction",,"",0,"normal",14,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Hip Abduction",,"",1,"normal",14,10,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Kneeling Crunch (Rope)",,"",0,"normal",73,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Kneeling Crunch (Rope)",,"",1,"normal",73,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",64,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",64,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",64,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Seated Row",,"",0,"normal",64,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Seated Row",,"",1,"normal",64,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cable Seated Row",,"",2,"normal",64,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Cat Cow Stretch",,"",0,"normal",,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Child Pose Side Stretch",,"",0,"normal",,,,60,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Dumbbell Lateral Lunge with Bicep Curl",,"",0,"normal",10,10,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Dumbbell Lateral Lunge with Bicep Curl",,"",1,"normal",10,10,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Dumbbell Lateral Lunge with Bicep Curl",,"",2,"normal",10,10,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Glute Stretch",,"",0,"normal",,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Kettlebell Single-Leg Deadlift",,"",0,"normal",12,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Kettlebell Single-Leg Deadlift",,"",1,"normal",12,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Kettlebell Single-Leg Deadlift",,"",2,"normal",12,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Kettlebell Swing",,"",0,"normal",16,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Kettlebell Swing",,"",1,"normal",16,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Machine Hip Abduction",,"",0,"normal",48,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Machine Hip Abduction",,"",1,"normal",55,12,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Machine Reverse Fly",,"",0,"normal",30,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Machine Reverse Fly",,"",1,"normal",30,8,,,
"JEFIT Workout 2026-03-05","5 Mar 2026, 12:00","5 Mar 2026, 13:39","","Wide Leg Stretch",,"",0,"normal",,,,60,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Barbell Deep Squat",,"",0,"normal",,1,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Barbell Squat",,"",0,"normal",20,10,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Barbell Squat",,"",1,"normal",50,4,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Barbell Squat",,"",2,"normal",70,4,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Barbell Squat",,"",3,"normal",90,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Barbell Squat",,"",4,"normal",90,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Barbell Squat",,"",5,"normal",90,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Barbell Squat",,"",6,"normal",90,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Bodyweight Lunge",,"",0,"normal",,10,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Cable Shoulder Extension",,"",0,"normal",7,10,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Cable Shoulder Extension",,"",1,"normal",7,10,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",50,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",50,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Cat Cow Stretch",,"",0,"normal",,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Clap Push-Up",,"",0,"normal",,5,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Bench Press (Dumbbell)",,"",0,"normal",17.5,10,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Bench Press (Dumbbell)",,"",1,"normal",30,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Bench Press (Dumbbell)",,"",2,"normal",30,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Bench Press (Dumbbell)",,"",3,"normal",30,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Bench Press (Dumbbell)",,"",4,"normal",30,8,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Dumbbell Seated Shoulder Press",,"",0,"normal",20,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Dumbbell Seated Shoulder Press",,"",1,"normal",20,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Dumbbell Seated Shoulder Press",,"",2,"normal",20,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Jump Squat",,"",0,"normal",,10,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Machine Fly",,"",0,"normal",36,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Machine Fly",,"",1,"normal",36,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Machine Leg Curl (Prone)",,"",0,"normal",30,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Machine Leg Curl (Prone)",,"",1,"normal",30,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Machine Leg Extension",,"",0,"normal",43,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Machine Leg Extension",,"",1,"normal",43,12,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Parallel Bar Leg Raise",,"",0,"normal",,10,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Parallel Bar Leg Raise",,"",1,"normal",,10,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Split Squat",,"",0,"normal",,24,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Split Squat",,"",1,"normal",,24,,,
"JEFIT Workout 2026-03-02","2 Mar 2026, 17:00","2 Mar 2026, 18:29","","Split Squat",,"",2,"normal",,24,,,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Barbell Deadlift",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Barbell Deadlift",,"",1,"normal",120,3,,,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Barbell Deadlift",,"",2,"normal",140,3,,,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Barbell Deadlift",,"",3,"normal",150,1,,,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Chin-Up (Close Grip)",,"",0,"normal",,1,,,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Chin-Up (Close Grip)",,"",1,"normal",,1,,,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Plank",,"",0,"normal",,,,90,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Plank",,"",1,"normal",,,,50,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Plank",,"",2,"normal",,,,120,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Pull-Up",,"",0,"normal",,1,,,
"JEFIT Workout 2026-02-27","27 Feb 2026, 18:22","27 Feb 2026, 19:09","","Pull-Up",,"",1,"normal",,1,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Barbell Squat",,"",0,"normal",20,10,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Barbell Squat",,"",1,"normal",60,8,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Barbell Squat",,"",2,"normal",90,6,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Barbell Squat",,"",3,"normal",120,3,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Barbell Squat",,"",4,"normal",140,3,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Bench Press (Dumbbell)",,"",0,"normal",20,10,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Bench Press (Dumbbell)",,"",1,"normal",30,8,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Bench Press (Dumbbell)",,"",2,"normal",35,6,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Bench Press (Dumbbell)",,"",3,"normal",40,3,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","Bench Press (Dumbbell)",,"",4,"normal",42.5,3,,,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","One-Arm Hang",,"",0,"normal",,,,15,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","One-Arm Hang",,"",1,"normal",,,,15,
"JEFIT Workout 2026-02-24","24 Feb 2026, 13:55","24 Feb 2026, 14:55","","One-Arm Hang",,"",2,"normal",,,,12,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Barbell Deadlift",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Barbell Deadlift",,"",1,"normal",110,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Barbell Deadlift",,"",2,"normal",110,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Barbell Squat",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Barbell Squat",,"",1,"normal",110,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Barbell Squat",,"",2,"normal",110,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Bridge",,"",0,"normal",,,,120,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Bridge",,"",1,"normal",,,,120,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Bridge",,"",2,"normal",,,,120,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Bicep Curl",,"",0,"normal",64,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Bicep Curl",,"",1,"normal",64,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Bicep Curl",,"",2,"normal",64,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Kneeling Crunch (Rope)",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Kneeling Crunch (Rope)",,"",1,"normal",70,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Kneeling Crunch (Rope)",,"",2,"normal",70,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",84,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",84,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",84,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Seated Row",,"",0,"normal",84,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Seated Row",,"",1,"normal",84,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Seated Row",,"",2,"normal",84,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",77,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",77,3,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",77,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Bench Press (Dumbbell)",,"",0,"normal",37.5,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Bench Press (Dumbbell)",,"",1,"normal",37.5,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Bench Press (Dumbbell)",,"",2,"normal",37.5,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Incline Bench Press",,"",0,"normal",32.5,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Incline Bench Press",,"",1,"normal",32.5,6,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Incline Bench Press",,"",2,"normal",32.5,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Seated Shoulder Press",,"",0,"normal",32.5,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Seated Shoulder Press",,"",1,"normal",32.5,5,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Seated Shoulder Press",,"",2,"normal",32.5,4,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Wrist Curl (Palms Up)",,"",0,"normal",20,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Wrist Curl (Palms Up)",,"",1,"normal",20,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Dumbbell Wrist Curl (Palms Up)",,"",2,"normal",20,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Machine Seated Calf Raise",,"",0,"normal",90,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Machine Seated Calf Raise",,"",1,"normal",90,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Machine Seated Calf Raise",,"",2,"normal",90,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Parallel Bar Hip Raise",,"",0,"normal",,10,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Parallel Bar Hip Raise",,"",1,"normal",,9,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Parallel Bar Hip Raise",,"",2,"normal",,8,,,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Plank",,"",0,"normal",,,,50,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Plank",,"",1,"normal",,,,60,
"JEFIT Workout 2026-02-19","19 Feb 2026, 09:14","19 Feb 2026, 11:11","","Plank",,"",2,"normal",,,,50,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Barbell Deadlift",,"",0,"normal",60,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Barbell Deadlift",,"",1,"normal",100,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Barbell Deadlift",,"",2,"normal",120,3,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Barbell Squat",,"",0,"normal",60,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Barbell Squat",,"",1,"normal",100,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Barbell Squat",,"",2,"normal",120,4,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Bridge",,"",0,"normal",,,,120,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Bridge",,"",1,"normal",,,,120,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Bridge",,"",2,"normal",,,,120,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Bicep Curl",,"",0,"normal",64,6,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Bicep Curl",,"",1,"normal",64,5,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Bicep Curl",,"",2,"normal",64,5,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Kneeling Crunch (Rope)",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Kneeling Crunch (Rope)",,"",1,"normal",70,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Kneeling Crunch (Rope)",,"",2,"normal",70,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",84,4,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",84,5,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",84,4,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Seated Row",,"",0,"normal",84,5,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Seated Row",,"",1,"normal",84,4,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Seated Row",,"",2,"normal",84,4,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",70,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",70,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Bench Press (Dumbbell)",,"",0,"normal",35,7,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Bench Press (Dumbbell)",,"",1,"normal",37.5,6,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Bench Press (Dumbbell)",,"",2,"normal",40,3,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Incline Bench Press",,"",0,"normal",32.5,5,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Incline Bench Press",,"",1,"normal",32.5,4,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Incline Bench Press",,"",2,"normal",32.5,5,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Seated Shoulder Press",,"",0,"normal",32.5,4,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Seated Shoulder Press",,"",1,"normal",32.5,5,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Seated Shoulder Press",,"",2,"normal",32.5,4,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Wrist Curl (Palms Up)",,"",0,"normal",20,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Wrist Curl (Palms Up)",,"",1,"normal",20,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Dumbbell Wrist Curl (Palms Up)",,"",2,"normal",20,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Machine Seated Calf Raise",,"",0,"normal",90,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Machine Seated Calf Raise",,"",1,"normal",90,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Machine Seated Calf Raise",,"",2,"normal",90,8,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Parallel Bar Hip Raise",,"",0,"normal",,10,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Parallel Bar Hip Raise",,"",1,"normal",,10,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Parallel Bar Hip Raise",,"",2,"normal",,10,,,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Plank",,"",0,"normal",,,,50,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Plank",,"",1,"normal",,,,60,
"JEFIT Workout 2026-02-16","16 Feb 2026, 11:00","16 Feb 2026, 13:21","","Plank",,"",2,"normal",,,,50,
"JEFIT Workout 2026-02-13","13 Feb 2026, 14:05","13 Feb 2026, 16:19","","Barbell Deadlift",,"",0,"normal",60,8,,,
"JEFIT Workout 2026-02-13","13 Feb 2026, 14:05","13 Feb 2026, 16:19","","Barbell Deadlift",,"",1,"normal",100,8,,,
"JEFIT Workout 2026-02-13","13 Feb 2026, 14:05","13 Feb 2026, 16:19","","Barbell Deadlift",,"",2,"normal",110,6,,,
"JEFIT Workout 2026-02-13","13 Feb 2026, 14:05","13 Feb 2026, 16:19","","Barbell Squat",,"",0,"normal",60,8,,,
"JEFIT Workout 2026-02-13","13 Feb 2026, 14:05","13 Feb 2026, 16:19","","Barbell Squat",,"",1,"normal",100,8,,,
"JEFIT Workout 2026-02-13","13 Feb 2026, 14:05","13 Feb 2026, 16:19","","Barbell Squat",,"",2,"normal",110,6,,,
"JEFIT Workout 2026-02-13","13 Feb 2026, 14:05","13 Feb 2026, 16:19","","Bridge",,"",0,"normal",,,,105,
